17860	3
18592	14438
20237	4705
18877	11368
18645	7345
20206	6996
20152	572
19116	13404
20153	17199
18048	4591
18023	9183
18028	1129
17931	17668
19608	14447
20204	5283
17883	4065
20230	6379
18629	17676
20171	11966
17906	9111
18961	13552
19482	6862
17825	11616
19048	1768
17912	178
18030	6863
20185	16675
20160	12156
20197	219
17993	2463
20198	5701
18966	12839
20152	9027
17990	10670
19064	1347
17933	4335
18730	13059
18057	2304
18860	14802
17907	17444
18276	14577
17860	295
19243	11804
17993	2496
20222	13492
17837	4503
18014	9729
19576	5244
19963	5053
18414	9239
20158	3701
17766	4566
18233	17222
18026	2323
18870	14539
18902	10983
19092	15485
19327	10691
18026	14072
18790	12118
19384	6714
20177	58
18284	12408
20179	5528
17892	253
18217	5174
20161	6990
18291	7345
18581	17677
18359	11453
17905	6645
18235	12645
19004	5043
18224	10719
17906	215
18028	10097
19570	15004
18200	11713
17856	4170
17774	13632
19495	5267
17831	8263
17873	7399
20222	9042
18016	13127
19099	14431
19542	4662
17897	1112
18520	5107
18019	15305
17956	10900
18332	10763
20166	11594
18584	5210
18029	2600
18055	17039
19689	11131
19585	4157
20210	14920
19040	2626
20188	13523
20195	9283
19309	10687
18203	15437
18024	15985
18052	585
20200	569
18188	7337
17804	10655
18135	7411
18108	7460
17898	17678
19832	12736
18001	13084
18351	11206
20184	13313
17942	11576
19799	9120
18356	1533
19060	1569
18755	11702
20209	4329
18604	385
19888	1009
17917	17584
19302	17128
18589	17704
20184	16383
19322	11671
18844	8536
17885	71
19866	11045
17997	4466
19486	15809
17882	6779
20155	4651
20200	6962
17790	9486
17791	5408
19110	13473
20215	16119
17791	6829
20159	17227
19357	12684
19073	11541
20196	11884
19123	6993
17779	10510
19178	200
18735	17068
20181	6868
18018	2145
19333	12762
17777	14548
17753	5271
18856	11099
20165	6532
18268	11813
18299	7591
19604	57
18798	6568
20173	48
17999	6953
18492	7323
17777	10725
17999	9693
19581	1090
19042	12359
20196	10771
18066	5446
20203	395
18754	10945
17823	11619
17921	4467
18075	6971
19364	9080
18722	42
18016	2244
17792	8704
18758	8141
17942	570
18961	4346
18200	11384
17898	2075
18801	8538
20161	15791
17780	11266
17868	17687
17912	8337
20174	10526
20229	15740
18233	4125
18030	9703
17928	4251
18054	547
17983	245
18634	4958
18200	17488
18545	4975
19318	6550
17792	5418
17939	11530
19572	4302
19906	4716
18315	16280
20166	163
18034	2235
18458	10252
19359	12619
17822	11928
18003	7299
17871	10626
17932	207
17916	6517
18811	7443
18032	8877
17905	6232
18113	7843
19059	567
18026	11400
18200	6874
20183	4640
19478	5255
18033	9222
18524	11801
17964	7322
18001	17656
18272	11713
19244	12038
19618	11368
17787	12801
18030	9183
19050	1985
19176	15129
18023	2582
20226	10030
20071	10985
18013	8610
18014	9071
19323	10729
20172	346
20235	10597
19718	5056
20196	3718
19882	17684
17883	14162
17795	17624
18631	8498
18009	7011
19343	15816
17772	2806
20208	14012
19570	15728
18429	9150
19176	6960
19997	11320
18047	11010
18239	12658
19494	5256
20229	11659
18629	14615
18009	8510
20231	162
20156	12448
19149	135
19066	1350
19365	8816
18069	10677
18070	8419
17903	9555
19516	5330
18286	4462
18200	12688
19356	10358
18525	10683
19476	5253
18700	12068
19053	2422
20189	9120
18031	12216
18777	14354
17952	7557
18558	14469
18828	12321
18574	14396
20206	16755
20177	210
20143	5209
20211	10035
19564	14554
18241	11546
20164	6673
17895	10547
18361	11306
20207	14978
17887	9129
19177	4499
20048	17691
17890	14843
18021	285
18213	5089
18018	13552
20208	10747
18018	9098
17898	8866
18244	14420
19509	10878
20195	16087
18583	5391
18406	9165
19013	17576
19133	7038
18511	12116
18866	293
19027	451
18432	9196
18735	13040
17786	14776
19085	11194
18937	17591
17847	585
18287	12425
19326	3808
17791	7334
18812	11881
17896	10437
20226	16735
20176	435
18601	14508
20094	6915
18995	12594
17887	6781
20194	5723
19502	13651
17894	6685
18021	9442
19170	11419
19513	12383
20088	7345
20151	3696
17839	17503
20176	13546
19470	1117
18005	2009
17911	6542
17929	10773
19311	15882
17883	14965
18532	12582
17873	8518
17993	372
19714	11330
19038	1146
18835	15949
18858	16942
18210	12701
18439	134
17922	7338
17848	4477
18269	17662
19773	1756
20192	10405
20171	6946
19311	11715
18104	7475
19055	2226
18331	5078
20166	8756
19572	4283
20210	8346
18543	12076
18903	6865
18849	11559
17782	6744
19370	12796
19117	5753
19364	4117
20209	564
19595	12956
17933	15403
18402	9249
18271	11717
18028	3703
18750	11681
18056	14926
20185	1573
20201	15050
18699	12624
17878	6617
19133	93
19221	13032
17873	9372
18006	6949
19522	5269
19555	14639
20229	12864
19092	8752
17843	17504
18014	1614
18119	7399
19574	11217
18934	17673
18737	17074
17885	17113
18200	10285
18667	12707
18027	12174
18013	15657
18257	7690
17902	4677
17892	8872
19179	13043
18523	4856
19129	6982
17891	14814
20152	2474
18370	10550
18940	212
19637	9223
20198	9112
18013	7528
17816	6945
17902	4293
19177	4530
18049	7336
17877	5867
18588	8101
19811	11912
19373	9002
18013	4293
18793	16340
20182	17584
20230	9216
18249	11468
17791	11482
18239	7443
20150	3700
20219	9214
18581	5009
18603	5080
20162	4742
18509	10255
18735	16422
17881	4360
19371	12779
19355	13176
18292	3760
18536	11823
17813	13627
17903	51
18936	293
20199	5244
19883	8231
19819	13818
17912	1609
19304	6551
18872	11384
18203	11713
18565	14630
18011	406
18269	12407
17902	14787
18213	8255
17902	9847
19326	6488
17908	1185
20230	8803
18215	6899
18901	6653
20062	17698
18731	11285
18238	11148
18285	12114
18026	9717
19450	6877
20200	14988
20222	5798
18213	17512
18109	7466
17895	8813
17842	51
18242	7509
17872	4302
17872	4351
18339	3766
20207	6357
20178	16750
17797	14943
18079	6968
17884	590
20180	13287
