5449	18069
2291	17802
7073	17804
7499	18530
5324	18117
9064	17854
540	17684
1569	18468
4364	17954
8210	18087
6166	17789
1174	17871
1927	18054
14580	18401
3868	18988
8281	17826
1597	18142
13835	18444
12724	17938
9059	18157
12291	18494
3999	17884
9582	17850
9606	19382
1478	17703
6124	17943
5119	18263
264	18341
5134	17722
7276	18021
9930	18004
6812	18629
1514	17936
1567	18688
1487	17976
6994	18823
10014	18403
6054	17757
11999	18031
7794	17792
8974	17773
12749	18512
2874	17873
5998	17983
4939	19991
4083	17865
10119	18011
1604	17774
13794	17979
7495	18019
7649	19007
1757	17891
2042	18928
6819	18025
3697	18927
4357	17831
1283	17832
1214	18559
4233	17958
2030	17974
6073	17819
12635	18032
14779	18202
2146	17908
4386	18483
9457	19768
7434	17916
1989	17922
11351	17939
2047	19256
3212	17961
8398	18910
10476	17888
3904	17718
898	17777
7522	17825
2755	18427
8923	18196
1502	17885
1384	17809
8582	18246
5961	17839
1686	17899
7473	17739
2666	18254
12866	18577
3850	17873
21	18546
2949	18142
3430	17852
14419	19580
3264	17898
1850	17734
12562	19122
7219	17767
5202	18726
1518	17789
1981	18299
6007	17820
3555	18582
2376	17880
9054	18381
5322	19182
7172	17871
4099	17712
13958	18864
1996	18007
1750	17720
10748	18371
5586	17775
9922	17882
12215	19422
262	17907
5545	17772
816	18867
9527	18223
10225	17854
4573	17917
15540	18621
13394	18164
2655	18330
14674	19537
7019	18321
11807	17937
2237	17852
5124	18009
2827	18186
2247	18841
3606	17900
5675	17723
2702	19719
3611	17819
10206	18230
10315	17998
12429	18085
2556	17705
5670	18789
4253	18268
3439	18605
5772	17789
5222	18110
4542	18117
6182	17985
5707	18429
12058	18041
7551	17846
8719	17843
1890	18078
9831	18735
1598	18026
2605	18042
3444	18154
6218	19023
8883	18436
6456	17731
5609	18003
758	17776
1383	17922
2867	18895
1105	18419
15065	18609
9058	17764
2551	17806
3341	17966
2905	17912
5058	18087
980	17959
9359	17767
1206	17810
3957	18282
14456	18175
1600	19023
15197	18010
1516	18665
2043	17854
16115	19396
1980	18066
1977	17864
3361	18089
7219	18250
6121	18068
2047	17778
7394	18054
12100	17994
5446	17763
1152	17951
7621	19677
331	17874
12394	17978
6123	17971
1574	17723
3704	17789
8399	18902
9168	17821
5849	19107
2607	18465
2252	19001
8919	18079
4529	17940
4888	17928
3738	17870
5072	17901
5123	18362
11840	19912
9437	18374
8627	18234
2604	18467
5562	17723
4649	17725
1655	18073
2880	18005
1728	17703
11341	18273
8488	17821
2031	17754
6949	19177
3979	18059
6015	17922
604	17979
8436	17888
16279	19534
6852	18910
7210	18103
1533	17725
1243	17842
11636	18255
6131	18074
2750	18600
12791	18796
1397	17821
8314	17865
12759	17965
13004	17933
1285	17765
2231	17993
12968	18081
1936	17720
295	17810
9381	18218
3980	17723
5794	19901
1684	18563
5111	17722
324	19244
3541	18443
3509	18329
5814	17757
4733	19110
4660	17896
1906	17885
9173	18298
3096	17709
1600	18635
7704	18145
9458	18822
10164	17937
5724	18307
9637	18039
2714	17705
1599	18385
2246	18694
3652	19167
14667	17976
2429	17916
2119	17903
3566	18498
10692	19005
4034	18100
17312	18757
3513	18139
3411	17734
1232	17773
5534	17847
8379	18168
4148	18475
3084	17832
1564	17864
2756	18539
6048	18559
1415	18651
1927	19133
11746	17822
3320	17908
291	17679
3832	17844
1613	18423
3420	18099
4143	17882
2481	18546
10574	17983
6197	18074
8704	17849
1606	17728
14803	18157
6401	17958
271	18096
3639	19665
4985	17871
13554	17924
9994	18437
5501	17902
2804	17926
13152	18391
148	18561
1314	17753
9930	17997
1129	17732
2636	17790
13346	17906
10957	19805
600	18173
5362	17874
3179	18253
1717	17911
9750	17894
3582	17735
10535	17968
2902	18224
13540	18704
8782	17854
150	18606
9209	17830
2362	17811
2104	17818
2112	17859
5547	17745
10794	18051
2037	17854
3787	18098
1959	18234
2527	17935
5877	19014
3422	17751
15639	18735
14958	18042
3689	18077
9379	19872
8090	18038
17	18400
4943	18030
9894	18333
45	18778
3800	18387
11782	17822
2219	17728
11035	19648
4984	17867
6730	17953
1503	17839
16280	18359
3273	17910
10220	19582
11309	19364
600	18877
3986	17866
7326	18277
13227	17970
735	17786
3504	17899
10721	18333
9209	17826
7784	17852
13197	17901
2483	17980
14084	17997
5749	18080
6852	18635
2013	18521
1231	17917
3553	19228
4773	18229
5512	17920
14571	18932
14153	19219
10091	19326
12365	18911
1314	17832
4247	19802
4584	19160
14428	18175
1566	18211
9129	17830
10981	18578
3430	17821
3530	17940
13045	17967
15710	18181
174	18599
5515	17855
6179	19051
2227	17819
4818	17739
55	18139
1337	19310
12536	17850
1804	17816
7740	17908
665	17735
9466	17767
8766	18987
5117	17964
3455	18499
5654	17731
12494	17847
8625	18920
5777	17832
9055	19249
12597	18111
9851	18228
11947	18076
4907	18368
8815	17955
4704	18810
5646	18240
16686	18334
1639	18153
10188	18533
10284	18722
5627	18096
1680	17976
3272	17906
2557	17983
3898	17856
2723	18107
5462	17796
9828	18018
8759	18305
6097	18608
12630	18738
12643	19002
2336	17718
7262	17908
12313	18049
15422	18569
3510	18452
12635	18094
9546	17837
5876	18587
1031	18661
3155	18839
13863	18470
15578	18040
12418	17842
7651	17819
3435	17995
12768	17860
